Date,Component,Type,Event,Event ID
2025-06-16 09:43:54,sflib,STATUS,Downloading configuration data from: https://publicsuffix.org/list/effective_tld_names.dat,1
2025-06-16 09:43:54,sflib,STATUS,Scan [C05E800D] for '56.228.5.102' initiated.,2
2025-06-16 09:43:54,sflib,STATUS,sfp__stor_db module loaded.,3
2025-06-16 09:43:54,sflib,STATUS,sfp_abstractapi module loaded.,4
2025-06-16 09:43:54,sflib,STATUS,sfp_abusech module loaded.,5
2025-06-16 09:43:54,sflib,STATUS,sfp_abuseipdb module loaded.,6
2025-06-16 09:43:54,sflib,STATUS,sfp_abusix module loaded.,7
2025-06-16 09:43:55,sflib,STATUS,"Fetching (GET): https://raw.githubusercontent.com/WebBreacher/WhatsMyName/main/wmn-data.json (proxy=None, user-agent=SpiderFoot, timeout=30, cookies=None)",8
2025-06-16 09:43:55,sflib,STATUS,Fetched https://raw.githubusercontent.com/WebBreacher/WhatsMyName/main/wmn-data.json (247943 bytes in 0.18576478958129883s),9
2025-06-16 09:43:55,sflib,STATUS,sfp_accounts module loaded.,10
2025-06-16 09:43:55,sflib,STATUS,sfp_adblock module loaded.,11
2025-06-16 09:43:55,sflib,STATUS,sfp_adguard_dns module loaded.,12
2025-06-16 09:43:55,sflib,STATUS,sfp_ahmia module loaded.,13
2025-06-16 09:43:55,sflib,STATUS,sfp_alienvault module loaded.,14
2025-06-16 09:43:55,sflib,STATUS,sfp_alienvaultiprep module loaded.,15
2025-06-16 09:43:55,sflib,STATUS,sfp_apple_itunes module loaded.,16
2025-06-16 09:43:55,sflib,STATUS,sfp_archiveorg module loaded.,17
2025-06-16 09:43:55,sflib,STATUS,sfp_arin module loaded.,18
2025-06-16 09:43:55,sflib,STATUS,sfp_azureblobstorage module loaded.,19
2025-06-16 09:43:55,sflib,STATUS,sfp_base64 module loaded.,20
2025-06-16 09:43:55,sflib,STATUS,sfp_bgpview module loaded.,21
2025-06-16 09:43:55,sflib,STATUS,sfp_binaryedge module loaded.,22
2025-06-16 09:43:55,sflib,STATUS,sfp_bingsearch module loaded.,23
2025-06-16 09:43:55,sflib,STATUS,sfp_bingsharedip module loaded.,24
2025-06-16 09:43:56,sflib,STATUS,sfp_binstring module loaded.,25
2025-06-16 09:43:56,sflib,STATUS,sfp_bitcoin module loaded.,26
2025-06-16 09:43:56,sflib,STATUS,sfp_bitcoinabuse module loaded.,27
2025-06-16 09:43:56,sflib,STATUS,sfp_bitcoinwhoswho module loaded.,28
2025-06-16 09:43:56,sflib,STATUS,sfp_blockchain module loaded.,29
2025-06-16 09:43:56,sflib,STATUS,sfp_blocklistde module loaded.,30
2025-06-16 09:43:56,sflib,STATUS,sfp_botscout module loaded.,31
2025-06-16 09:43:56,sflib,STATUS,sfp_botvrij module loaded.,32
2025-06-16 09:43:56,sflib,STATUS,sfp_builtwith module loaded.,33
2025-06-16 09:43:56,sflib,STATUS,sfp_c99 module loaded.,34
2025-06-16 09:43:56,sflib,STATUS,sfp_callername module loaded.,35
2025-06-16 09:43:56,sflib,STATUS,sfp_censys module loaded.,36
2025-06-16 09:43:56,sflib,STATUS,sfp_certspotter module loaded.,37
2025-06-16 09:43:56,sflib,STATUS,sfp_cinsscore module loaded.,38
2025-06-16 09:43:56,sflib,STATUS,sfp_circllu module loaded.,39
2025-06-16 09:43:56,sflib,STATUS,sfp_citadel module loaded.,40
2025-06-16 09:43:56,sflib,STATUS,sfp_cleanbrowsing module loaded.,41
2025-06-16 09:43:56,sflib,STATUS,sfp_cleantalk module loaded.,42
2025-06-16 09:43:56,sflib,STATUS,sfp_clearbit module loaded.,43
2025-06-16 09:43:56,sflib,STATUS,sfp_cloudflaredns module loaded.,44
2025-06-16 09:43:56,sflib,STATUS,sfp_coinblocker module loaded.,45
2025-06-16 09:43:56,sflib,STATUS,sfp_commoncrawl module loaded.,46
2025-06-16 09:43:57,sflib,STATUS,sfp_comodo module loaded.,47
2025-06-16 09:43:57,sflib,STATUS,sfp_company module loaded.,48
2025-06-16 09:43:57,sflib,STATUS,sfp_cookie module loaded.,49
2025-06-16 09:43:57,sflib,STATUS,sfp_countryname module loaded.,50
2025-06-16 09:43:57,sflib,STATUS,sfp_creditcard module loaded.,51
2025-06-16 09:43:57,sflib,STATUS,sfp_crobat_api module loaded.,52
2025-06-16 09:43:57,sflib,STATUS,sfp_crossref module loaded.,53
2025-06-16 09:43:57,sflib,STATUS,sfp_crt module loaded.,54
2025-06-16 09:43:57,sflib,STATUS,sfp_crxcavator module loaded.,55
2025-06-16 09:43:57,sflib,STATUS,sfp_customfeed module loaded.,56
2025-06-16 09:43:57,sflib,STATUS,sfp_cybercrimetracker module loaded.,57
2025-06-16 09:43:57,sflib,STATUS,sfp_debounce module loaded.,58
2025-06-16 09:43:57,sflib,STATUS,sfp_dehashed module loaded.,59
2025-06-16 09:43:57,sflib,STATUS,sfp_digitaloceanspace module loaded.,60
2025-06-16 09:43:57,sflib,STATUS,sfp_dns_for_family module loaded.,61
2025-06-16 09:43:57,sflib,STATUS,sfp_dnsbrute module loaded.,62
2025-06-16 09:43:57,sflib,STATUS,sfp_dnscommonsrv module loaded.,63
2025-06-16 09:43:57,sflib,STATUS,sfp_dnsdb module loaded.,64
2025-06-16 09:43:57,sfp_dnsdumpster,DEBUG,Setting up sfp_dnsdumpster,65
2025-06-16 09:43:57,sflib,STATUS,sfp_dnsdumpster module loaded.,66
2025-06-16 09:43:57,sflib,STATUS,sfp_dnsgrep module loaded.,67
2025-06-16 09:43:57,sflib,STATUS,sfp_dnsneighbor module loaded.,68
2025-06-16 09:43:57,sflib,STATUS,sfp_dnsraw module loaded.,69
2025-06-16 09:43:57,sfp_dnsresolve,STATUS,Identifying aliases for specified target(s),70
2025-06-16 09:43:57,sfp_dnsresolve,DEBUG,Found an alias: ec2-56-228-5-102.eu-north-1.compute.amazonaws.com,71
2025-06-16 09:43:57,sfp_dnsresolve,DEBUG,Found an alias: 56.228.5.102,72
2025-06-16 09:43:57,sfp_dnsresolve,STATUS,"Target aliases identified: [{'type': 'INTERNET_NAME', 'value': 'ec2-56-228-5-102.eu-north-1.compute.amazonaws.com'}, {'type': 'IP_ADDRESS', 'value': '56.228.5.102'}]",73
2025-06-16 09:43:57,sflib,STATUS,sfp_dnsresolve module loaded.,74
2025-06-16 09:43:57,sflib,STATUS,sfp_dnszonexfer module loaded.,75
2025-06-16 09:43:57,sflib,STATUS,sfp_dronebl module loaded.,76
2025-06-16 09:43:57,sflib,STATUS,sfp_duckduckgo module loaded.,77
2025-06-16 09:43:57,sflib,STATUS,sfp_email module loaded.,78
2025-06-16 09:43:57,sflib,STATUS,sfp_emailcrawlr module loaded.,79
2025-06-16 09:43:57,sflib,STATUS,sfp_emailformat module loaded.,80
2025-06-16 09:43:57,sflib,STATUS,sfp_emailrep module loaded.,81
2025-06-16 09:43:57,sflib,STATUS,sfp_emergingthreats module loaded.,82
2025-06-16 09:43:58,sflib,STATUS,sfp_errors module loaded.,83
2025-06-16 09:43:58,sflib,STATUS,sfp_ethereum module loaded.,84
2025-06-16 09:43:58,sflib,STATUS,sfp_etherscan module loaded.,85
2025-06-16 09:43:58,sflib,STATUS,sfp_filemeta module loaded.,86
2025-06-16 09:43:58,sflib,STATUS,sfp_flickr module loaded.,87
2025-06-16 09:43:58,sflib,STATUS,sfp_focsec module loaded.,88
2025-06-16 09:43:58,sflib,STATUS,sfp_fortinet module loaded.,89
2025-06-16 09:43:58,sflib,STATUS,sfp_fraudguard module loaded.,90
2025-06-16 09:43:58,sflib,STATUS,sfp_fsecure_riddler module loaded.,91
2025-06-16 09:43:58,sflib,STATUS,sfp_fullcontact module loaded.,92
2025-06-16 09:43:58,sflib,STATUS,sfp_fullhunt module loaded.,93
2025-06-16 09:43:58,sflib,STATUS,sfp_github module loaded.,94
2025-06-16 09:43:58,sflib,STATUS,sfp_gleif module loaded.,95
2025-06-16 09:43:58,sflib,STATUS,sfp_google_tag_manager module loaded.,96
2025-06-16 09:43:58,sflib,STATUS,sfp_googlemaps module loaded.,97
2025-06-16 09:43:58,sflib,STATUS,sfp_googleobjectstorage module loaded.,98
2025-06-16 09:43:58,sflib,STATUS,sfp_googlesafebrowsing module loaded.,99
2025-06-16 09:43:58,sflib,STATUS,sfp_googlesearch module loaded.,100
2025-06-16 09:43:58,sflib,STATUS,sfp_gravatar module loaded.,101
2025-06-16 09:43:58,sflib,STATUS,sfp_grayhatwarfare module loaded.,102
2025-06-16 09:43:58,sflib,STATUS,sfp_greensnow module loaded.,103
2025-06-16 09:43:58,sflib,STATUS,sfp_grep_app module loaded.,104
2025-06-16 09:43:58,sflib,STATUS,sfp_greynoise module loaded.,105
2025-06-16 09:43:58,sflib,STATUS,sfp_greynoise_community module loaded.,106
2025-06-16 09:43:58,sflib,STATUS,sfp_h1nobbdde module loaded.,107
2025-06-16 09:43:58,sflib,STATUS,sfp_hackertarget module loaded.,108
2025-06-16 09:43:58,sflib,STATUS,sfp_hashes module loaded.,109
2025-06-16 09:43:58,sflib,STATUS,sfp_haveibeenpwned module loaded.,110
2025-06-16 09:43:58,sflib,STATUS,sfp_honeypot module loaded.,111
2025-06-16 09:43:58,sflib,STATUS,sfp_hosting module loaded.,112
2025-06-16 09:43:58,sflib,STATUS,sfp_hostio module loaded.,113
2025-06-16 09:43:58,sflib,STATUS,sfp_hunter module loaded.,114
2025-06-16 09:43:58,sflib,STATUS,sfp_hybrid_analysis module loaded.,115
2025-06-16 09:43:58,sflib,STATUS,sfp_iban module loaded.,116
2025-06-16 09:43:58,sflib,STATUS,sfp_iknowwhatyoudownload module loaded.,117
2025-06-16 09:43:58,sflib,STATUS,sfp_intelx module loaded.,118
2025-06-16 09:43:58,sflib,STATUS,sfp_intfiles module loaded.,119
2025-06-16 09:43:58,sflib,STATUS,sfp_ipapico module loaded.,120
2025-06-16 09:43:58,sflib,STATUS,sfp_ipapicom module loaded.,121
2025-06-16 09:43:58,sflib,STATUS,sfp_ipinfo module loaded.,122
2025-06-16 09:43:59,sflib,STATUS,sfp_ipqualityscore module loaded.,123
2025-06-16 09:43:59,sflib,STATUS,sfp_ipregistry module loaded.,124
2025-06-16 09:43:59,sflib,STATUS,sfp_ipstack module loaded.,125
2025-06-16 09:43:59,sflib,STATUS,sfp_isc module loaded.,126
2025-06-16 09:43:59,sflib,STATUS,sfp_jsonwhoiscom module loaded.,127
2025-06-16 09:43:59,sflib,STATUS,sfp_junkfiles module loaded.,128
2025-06-16 09:43:59,sflib,STATUS,sfp_keybase module loaded.,129
2025-06-16 09:43:59,sflib,STATUS,sfp_koodous module loaded.,130
2025-06-16 09:43:59,sflib,STATUS,sfp_leakix module loaded.,131
2025-06-16 09:43:59,sflib,STATUS,sfp_maltiverse module loaded.,132
2025-06-16 09:43:59,sflib,STATUS,sfp_malwarepatrol module loaded.,133
2025-06-16 09:43:59,sflib,STATUS,sfp_metadefender module loaded.,134
2025-06-16 09:43:59,sflib,STATUS,sfp_mnemonic module loaded.,135
2025-06-16 09:43:59,sflib,STATUS,sfp_multiproxy module loaded.,136
2025-06-16 09:43:59,sflib,STATUS,sfp_myspace module loaded.,137
2025-06-16 09:43:59,sflib,STATUS,sfp_nameapi module loaded.,138
2025-06-16 09:43:59,sflib,STATUS,sfp_names module loaded.,139
2025-06-16 09:44:00,sflib,STATUS,sfp_networksdb module loaded.,140
2025-06-16 09:44:00,sflib,STATUS,sfp_neutrinoapi module loaded.,141
2025-06-16 09:44:00,sflib,STATUS,sfp_numverify module loaded.,142
2025-06-16 09:44:00,sflib,STATUS,sfp_onioncity module loaded.,143
2025-06-16 09:44:00,sflib,STATUS,sfp_onionsearchengine module loaded.,144
2025-06-16 09:44:00,sflib,STATUS,sfp_onyphe module loaded.,145
2025-06-16 09:44:00,sflib,STATUS,sfp_openbugbounty module loaded.,146
2025-06-16 09:44:00,sflib,STATUS,sfp_opencorporates module loaded.,147
2025-06-16 09:44:00,sflib,STATUS,sfp_opendns module loaded.,148
2025-06-16 09:44:00,sflib,STATUS,sfp_opennic module loaded.,149
2025-06-16 09:44:00,sflib,STATUS,sfp_openphish module loaded.,150
2025-06-16 09:44:00,sflib,STATUS,sfp_openstreetmap module loaded.,151
2025-06-16 09:44:00,sflib,STATUS,sfp_pageinfo module loaded.,152
2025-06-16 09:44:00,sflib,STATUS,sfp_pastebin module loaded.,153
2025-06-16 09:44:00,sflib,STATUS,sfp_pgp module loaded.,154
2025-06-16 09:44:00,sflib,STATUS,sfp_phishstats module loaded.,155
2025-06-16 09:44:00,sflib,STATUS,sfp_phishtank module loaded.,156
2025-06-16 09:44:00,sflib,STATUS,sfp_phone module loaded.,157
2025-06-16 09:44:00,sflib,STATUS,sfp_portscan_tcp module loaded.,158
2025-06-16 09:44:00,sflib,STATUS,sfp_projectdiscovery module loaded.,159
2025-06-16 09:44:00,sflib,STATUS,sfp_psbdmp module loaded.,160
2025-06-16 09:44:00,sflib,STATUS,sfp_pulsedive module loaded.,161
2025-06-16 09:44:00,sflib,STATUS,sfp_punkspider module loaded.,162
2025-06-16 09:44:00,sflib,STATUS,sfp_quad9 module loaded.,163
2025-06-16 09:44:00,sflib,STATUS,sfp_reversewhois module loaded.,164
2025-06-16 09:44:00,sflib,STATUS,sfp_ripe module loaded.,165
2025-06-16 09:44:00,sflib,STATUS,sfp_riskiq module loaded.,166
2025-06-16 09:44:00,sflib,STATUS,sfp_robtex module loaded.,167
2025-06-16 09:44:00,sflib,STATUS,sfp_s3bucket module loaded.,168
2025-06-16 09:44:00,sflib,STATUS,sfp_searchcode module loaded.,169
2025-06-16 09:44:00,sflib,STATUS,sfp_securitytrails module loaded.,170
2025-06-16 09:44:00,sflib,STATUS,sfp_seon module loaded.,171
2025-06-16 09:44:00,sflib,STATUS,sfp_shodan module loaded.,172
2025-06-16 09:44:01,sflib,STATUS,sfp_similar module loaded.,173
2025-06-16 09:44:01,sflib,STATUS,sfp_skymem module loaded.,174
2025-06-16 09:44:01,sflib,STATUS,sfp_slideshare module loaded.,175
2025-06-16 09:44:01,sflib,STATUS,sfp_snov module loaded.,176
2025-06-16 09:44:01,sflib,STATUS,sfp_social module loaded.,177
2025-06-16 09:44:01,sflib,STATUS,sfp_sociallinks module loaded.,178
2025-06-16 09:44:01,sflib,STATUS,sfp_socialprofiles module loaded.,179
2025-06-16 09:44:01,sflib,STATUS,sfp_sorbs module loaded.,180
2025-06-16 09:44:01,sflib,STATUS,sfp_spamcop module loaded.,181
2025-06-16 09:44:01,sflib,STATUS,sfp_spamhaus module loaded.,182
2025-06-16 09:44:01,sflib,STATUS,sfp_spider module loaded.,183
2025-06-16 09:44:01,sflib,STATUS,sfp_spur module loaded.,184
2025-06-16 09:44:01,sflib,STATUS,sfp_spyonweb module loaded.,185
2025-06-16 09:44:01,sflib,STATUS,sfp_sslcert module loaded.,186
2025-06-16 09:44:01,sflib,STATUS,sfp_stackoverflow module loaded.,187
2025-06-16 09:44:01,sflib,STATUS,sfp_stevenblack_hosts module loaded.,188
2025-06-16 09:44:01,sflib,STATUS,sfp_strangeheaders module loaded.,189
2025-06-16 09:44:01,sflib,STATUS,"Fetching (GET): https://raw.githubusercontent.com/haccer/subjack/master/fingerprints.json (proxy=None, user-agent=SpiderFoot, timeout=30, cookies=None)",190
2025-06-16 09:44:01,sflib,STATUS,Fetched https://raw.githubusercontent.com/haccer/subjack/master/fingerprints.json (6039 bytes in 0.1806330680847168s),191
2025-06-16 09:44:01,sflib,STATUS,sfp_subdomain_takeover module loaded.,192
2025-06-16 09:44:01,sfp_sublist3r,DEBUG,Setting up sfp_sublist3r,193
2025-06-16 09:44:01,sflib,STATUS,sfp_sublist3r module loaded.,194
2025-06-16 09:44:01,sflib,STATUS,sfp_surbl module loaded.,195
2025-06-16 09:44:01,sflib,STATUS,sfp_talosintel module loaded.,196
2025-06-16 09:44:01,sflib,STATUS,sfp_textmagic module loaded.,197
2025-06-16 09:44:01,sflib,STATUS,sfp_threatcrowd module loaded.,198
2025-06-16 09:44:01,sflib,STATUS,sfp_threatfox module loaded.,199
2025-06-16 09:44:02,sflib,STATUS,sfp_threatjammer module loaded.,200
2025-06-16 09:44:02,sflib,STATUS,sfp_threatminer module loaded.,201
2025-06-16 09:44:02,sflib,STATUS,sfp_tldsearch module loaded.,202
2025-06-16 09:44:02,sflib,STATUS,sfp_tool_cmseek module loaded.,203
2025-06-16 09:44:02,sflib,STATUS,sfp_tool_dnstwist module loaded.,204
2025-06-16 09:44:02,sflib,STATUS,sfp_tool_nbtscan module loaded.,205
2025-06-16 09:44:02,sflib,STATUS,sfp_tool_nmap module loaded.,206
2025-06-16 09:44:02,sflib,STATUS,sfp_tool_nuclei module loaded.,207
2025-06-16 09:44:02,sflib,STATUS,sfp_tool_onesixtyone module loaded.,208
2025-06-16 09:44:02,sflib,STATUS,sfp_tool_retirejs module loaded.,209
2025-06-16 09:44:02,sflib,STATUS,sfp_tool_snallygaster module loaded.,210
2025-06-16 09:44:02,sflib,STATUS,sfp_tool_testsslsh module loaded.,211
2025-06-16 09:44:02,sflib,STATUS,sfp_tool_trufflehog module loaded.,212
2025-06-16 09:44:02,sflib,STATUS,sfp_tool_wafw00f module loaded.,213
2025-06-16 09:44:02,sflib,STATUS,sfp_tool_wappalyzer module loaded.,214
2025-06-16 09:44:02,sflib,STATUS,sfp_tool_whatweb module loaded.,215
2025-06-16 09:44:02,sflib,STATUS,sfp_torch module loaded.,216
2025-06-16 09:44:02,sflib,STATUS,sfp_torexits module loaded.,217
2025-06-16 09:44:02,sflib,STATUS,sfp_trashpanda module loaded.,218
2025-06-16 09:44:02,sflib,STATUS,sfp_trumail module loaded.,219
2025-06-16 09:44:02,sflib,STATUS,sfp_twilio module loaded.,220
2025-06-16 09:44:02,sflib,STATUS,sfp_twitter module loaded.,221
2025-06-16 09:44:02,sflib,STATUS,sfp_uceprotect module loaded.,222
2025-06-16 09:44:02,sflib,STATUS,sfp_urlscan module loaded.,223
2025-06-16 09:44:02,sflib,STATUS,sfp_venmo module loaded.,224
2025-06-16 09:44:02,sflib,STATUS,sfp_viewdns module loaded.,225
2025-06-16 09:44:02,sflib,STATUS,sfp_virustotal module loaded.,226
2025-06-16 09:44:02,sflib,STATUS,sfp_voipbl module loaded.,227
2025-06-16 09:44:02,sflib,STATUS,sfp_vxvault module loaded.,228
2025-06-16 09:44:02,sflib,STATUS,sfp_webanalytics module loaded.,229
2025-06-16 09:44:02,sflib,STATUS,sfp_webframework module loaded.,230
2025-06-16 09:44:02,sflib,STATUS,sfp_webserver module loaded.,231
2025-06-16 09:44:02,sflib,STATUS,sfp_whatcms module loaded.,232
2025-06-16 09:44:02,sflib,STATUS,sfp_whois module loaded.,233
2025-06-16 09:44:02,sflib,STATUS,sfp_whoisology module loaded.,234
2025-06-16 09:44:02,sflib,STATUS,sfp_whoxy module loaded.,235
2025-06-16 09:44:02,sflib,STATUS,sfp_wigle module loaded.,236
2025-06-16 09:44:02,sflib,STATUS,sfp_wikileaks module loaded.,237
2025-06-16 09:44:02,sflib,STATUS,sfp_wikipediaedits module loaded.,238
2025-06-16 09:44:02,sflib,STATUS,sfp_xforce module loaded.,239
2025-06-16 09:44:02,sflib,STATUS,sfp_yandexdns module loaded.,240
2025-06-16 09:44:02,sflib,STATUS,sfp_zetalytics module loaded.,241
2025-06-16 09:44:02,sflib,STATUS,sfp_zonefiles module loaded.,242
2025-06-16 09:44:02,sflib,STATUS,sfp_zoneh module loaded.,243
2025-06-16 09:44:03,sfp_wikipediaedits,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",244
2025-06-16 09:44:03,sfp_spamhaus,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",245
2025-06-16 09:44:03,sfp_spamhaus,DEBUG,Checking Spamhaus Zen blacklist: 102.5.228.56.zen.spamhaus.org,246
2025-06-16 09:44:03,sflib,STATUS,"Fetching (GET): https://en.wikipedia.org/w/api.php?action=feedcontributions&user=XXX (proxy=None, user-agent=SpiderFoot, timeout=5, cookies=None)",247
2025-06-16 09:44:03,sfp_threatminer,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",248
2025-06-16 09:44:03,sflib,STATUS,"Fetching (GET): https://api.threatminer.org/v2/host.php?q=56.228.5.102&rt=2 (proxy=None, user-agent=SpiderFoot, timeout=10, cookies=None)",249
2025-06-16 09:44:03,sfp_spamhaus,DEBUG,56.228.5.102 found in Spamhaus Zen DNS,250
2025-06-16 09:44:03,sfp_spamhaus,ERROR,Spamhaus denied query via public/open resolver,251
2025-06-16 09:44:03,sfp_cybercrimetracker,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",252
2025-06-16 09:44:03,sfp_cybercrimetracker,DEBUG,Checking maliciousness of 56.228.5.102 (IP_ADDRESS) with CyberCrime-Tracker.net,253
2025-06-16 09:44:03,sflib,STATUS,"Fetching (GET): https://cybercrime-tracker.net/all.php (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=10, cookies=None)",254
2025-06-16 09:44:03,sfp__stor_db,DEBUG,Storing an event: ROOT,255
2025-06-16 09:44:03,sfp__stor_db,DEBUG,Storing an event: IP_ADDRESS,256
2025-06-16 09:44:03,sflib,STATUS,Fetched https://en.wikipedia.org/w/api.php?action=feedcontributions&user=XXX (431 bytes in 0.19774651527404785s),257
2025-06-16 09:44:03,sfp_customfeed,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",258
2025-06-16 09:44:03,sfp_customfeed,ERROR,You enabled sfp_customfeed but defined no custom feed URL!,259
2025-06-16 09:44:03,sfp_surbl,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",260
2025-06-16 09:44:03,sfp_surbl,DEBUG,Checking SURBL blacklist: 102.5.228.56.multi.surbl.org,261
2025-06-16 09:44:03,sfp_dnsresolve,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",262
2025-06-16 09:44:03,sfp_dnsresolve,DEBUG,Found host: ec2-56-228-5-102.eu-north-1.compute.amazonaws.com,263
2025-06-16 09:44:03,sfp_dnsresolve,DEBUG,Found host: 56.228.5.102,264
2025-06-16 09:44:03,sfp_tool_testsslsh,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",265
2025-06-16 09:44:03,sfp_tool_testsslsh,ERROR,You enabled sfp_tool_testsslsh but did not set a path to the tool!,266
2025-06-16 09:44:03,sfp_tool_nbtscan,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",267
2025-06-16 09:44:03,sfp_tool_nbtscan,ERROR,You enabled sfp_tool_nbtscan but did not set a path to the tool!,268
2025-06-16 09:44:03,sfp_sslcert,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",269
2025-06-16 09:44:03,sfp_sslcert,DEBUG,Testing SSL for: 56.228.5.102:443,270
2025-06-16 09:44:03,sfp_sslcert,STATUS,Unable to SSL-connect to 56.228.5.102 (module 'ssl' has no attribute 'wrap_socket'),271
2025-06-16 09:44:03,sfp_threatfox,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",272
2025-06-16 09:44:03,sflib,STATUS,"Fetching (POST): https://threatfox-api.abuse.ch/api/v1/ (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",273
2025-06-16 09:44:03,sfp__stor_db,DEBUG,Storing an event: INTERNET_NAME,274
2025-06-16 09:44:03,sfp__stor_db,DEBUG,Storing an event: DOMAIN_NAME_PARENT,275
2025-06-16 09:44:03,sflib,STATUS,Fetched https://api.threatminer.org/v2/host.php?q=56.228.5.102&rt=2 (0 bytes in 0.44289612770080566s),276
2025-06-16 09:44:03,sfp_threatminer,STATUS,No ThreatMiner info found for 56.228.5.102,277
2025-06-16 09:44:03,sfp_threatminer,STATUS,No Passive DNS info for 56.228.5.102,278
2025-06-16 09:44:03,sfp_surbl,DEBUG,"Received event, INTERNET_NAME, from sfp_dnsresolve",279
2025-06-16 09:44:03,sfp_surbl,DEBUG,Checking SURBL blacklist: ec2-56-228-5-102.eu-north-1.compute.amazonaws.com.multi.surbl.org,280
2025-06-16 09:44:03,sflib,STATUS,Fetched https://threatfox-api.abuse.ch/api/v1/ (88 bytes in 0.17135334014892578s),281
2025-06-16 09:44:03,sflib,STATUS,Fetched https://cybercrime-tracker.net/all.php (876492 bytes in 0.4373183250427246s),282
2025-06-16 09:44:03,sfp_tool_testsslsh,DEBUG,"Received event, INTERNET_NAME, from sfp_dnsresolve",283
2025-06-16 09:44:03,sfp_sslcert,DEBUG,"Received event, INTERNET_NAME, from sfp_dnsresolve",284
2025-06-16 09:44:03,sfp_sslcert,DEBUG,Testing SSL for: ec2-56-228-5-102.eu-north-1.compute.amazonaws.com:443,285
2025-06-16 09:44:03,sfp_sslcert,STATUS,Unable to SSL-connect to ec2-56-228-5-102.eu-north-1.compute.amazonaws.com (module 'ssl' has no attribute 'wrap_socket'),286
2025-06-16 09:44:03,sfp_tool_nmap,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",287
2025-06-16 09:44:03,sfp_tool_nmap,ERROR,You enabled sfp_tool_nmap but did not set a path to the tool!,288
2025-06-16 09:44:03,sfp_threatcrowd,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",289
2025-06-16 09:44:03,sflib,STATUS,"Fetching (GET): https://www.threatcrowd.org/searchApi/v2/ip/report/?ip=56.228.5.102 (proxy=None, user-agent=SpiderFoot, timeout=5, cookies=None)",290
2025-06-16 09:44:03,sfp_dnsdb,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",291
2025-06-16 09:44:03,sfp_dnsdb,ERROR,You enabled sfp_dnsdb but did not set an API key!,292
2025-06-16 09:44:03,sfp_robtex,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",293
2025-06-16 09:44:03,sflib,STATUS,"Fetching (GET): https://freeapi.robtex.com/ipquery/56.228.5.102 (proxy=None, user-agent=SpiderFoot, timeout=5, cookies=None)",294
2025-06-16 09:44:03,sflib,STATUS,Fetched https://freeapi.robtex.com/ipquery/56.228.5.102 (130 bytes in 0.2951505184173584s),295
2025-06-16 09:44:03,sfp_robtex,STATUS,No results from robtex API for 56.228.5.102,296
2025-06-16 09:44:03,sfp_intelx,ERROR,You enabled sfp_intelx but did not set an API key and/or base URL!,297
2025-06-16 09:44:03,sfp_dnsneighbor,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",298
2025-06-16 09:44:03,sfp_dnsneighbor,DEBUG,"Lookaside max: 56.228.5.96, min: 56.228.5.111",299
2025-06-16 09:44:03,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 56.228.5.96,300
2025-06-16 09:44:03,sfp_dnsneighbor,DEBUG,Found host: 56.228.5.96,301
2025-06-16 09:44:03,sfp_dnsneighbor,DEBUG,Found host: ec2-56-228-5-96.eu-north-1.compute.amazonaws.com,302
2025-06-16 09:44:03,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 56.228.5.97,303
2025-06-16 09:44:04,sfp_dnsneighbor,DEBUG,Found host: 56.228.5.97,304
2025-06-16 09:44:04,sfp_dnsneighbor,DEBUG,Found host: ec2-56-228-5-97.eu-north-1.compute.amazonaws.com,305
2025-06-16 09:44:04,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 56.228.5.98,306
2025-06-16 09:44:04,sfp_dnsneighbor,DEBUG,Found host: 56.228.5.98,307
2025-06-16 09:44:04,sfp_dnsneighbor,DEBUG,Found host: ec2-56-228-5-98.eu-north-1.compute.amazonaws.com,308
2025-06-16 09:44:04,sfp_dnsneighbor,DEBUG,Attempting look-aside lookup of: 56.228.5.99,309
